ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
11657,104-CI-T01,Pre-PQ Process,SO-27550,DN-1308,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,08-Jul-09,08-Jul-09,08-Jul-09,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,3500,6650,1.9,0.01,"Aurobindo Unit III, India",Yes,1208,4329.01,13.03
11660,104-CI-T01,Pre-PQ Process,SO-27540,DN-1315,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,14-Jul-09,14-Jul-09,14-Jul-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,13325,39975,3,0.05,"Aurobindo Unit III, India",No,See DN-1315 (ID#:10781),See DN-1315 (ID#:10781),78.35
11661,114-UG-T01,Pre-PQ Process,SO-32120,DN-1303,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,14-Aug-09,14-Aug-09,14-Aug-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,2844,8247.6,2.9,0.05,"Aurobindo Unit III, India",Yes,1587,11206.84,16.17
11662,110-ZM-T01,Pre-PQ Process,SO-32490,DN-1328,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,04-Sep-09,04-Sep-09,04-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,40126,285697.12,7.12,0.12,"Cipla, Goa, India",Yes,4414,4506.2,559.97
11663,111-MZ-T01,Pre-PQ Process,SO-26423,DN-1332,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,27-Aug-09,27-Aug-09,27-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,2484,21759.84,8.76,0.15,"Aurobindo Unit III, India",Yes,2078,2400.25,42.65
11664,111-MZ-T01,Pre-PQ Process,SO-32200,DN-1336,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,03-Sep-09,03-Sep-09,03-Sep-09,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,370,551.3,1.49,0.02,"Strides, Bangalore, India.",Yes,18,423.89,1.08
11665,151-NG-T01,Pre-PQ Process,SO-32645,DN-1339,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,04-Aug-09,04-Aug-09,04-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,4501,51311.4,11.4,0.19,"Aurobindo Unit III, India",Yes,507,7445.8,100.57
11666,151-NG-T01,Pre-PQ Process,SO-27814,DN-1349,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,04-Aug-09,04-Aug-09,04-Aug-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,873,22916.25,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,76,7445.8,44.92
11667,151-NG-T01,Pre-PQ Process,SO-27816,DN-1350,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,04-Aug-09,04-Aug-09,04-Aug-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,149824,3932880,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,13037,7445.8,7708.44
11668,104-CI-T01,Pre-PQ Process,SO-27541,DN-1355,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,04-Aug-09,04-Aug-09,04-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,214,1874.64,8.76,0.15,"Aurobindo Unit III, India",Yes,19,1133,3.67
11669,114-UG-T01,Pre-PQ Process,SO-31460,DN-1300,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,15-Sep-09,15-Sep-09,15-Sep-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,1201,31526.25,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,327,2737.97,61.79
11670,106-HT-T01,Pre-PQ Process,SO-32740,DN-1371,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,31-Jul-09,31-Jul-09,31-Jul-09,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,400,560,1.4,0.01,"Aurobindo Unit III, India",Yes,39,6811.39,1.1
11672,110-ZM-T01,Pre-PQ Process,SO-32550,DN-1382,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,17-Aug-09,17-Aug-09,17-Aug-09,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,10406,264832.7,25.45,0.42,Mylan (formerly Matrix) Nashik,No,See DN-1382 (ID#:10788),See DN-1382 (ID#:10788),519.07
11673,110-ZM-T01,Pre-PQ Process,SO-29040,DN-1386,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,15-Sep-09,15-Sep-09,15-Sep-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,120000,960000,8,0.27,"Aurobindo Unit III, India",Yes,20144,8281.69,1881.6
11674,104-CI-T01,Pre-PQ Process,SO-32830,DN-1387,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,25-Aug-09,25-Aug-09,25-Aug-09,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2917,5600.64,1.92,0.01,"Aurobindo Unit III, India",Yes,1348,5233.52,10.98
11675,104-CI-T01,Pre-PQ Process,SO-32830,DN-1387,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,25-Aug-09,25-Aug-09,25-Aug-09,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,3612,18060,5,0.05,"Aurobindo Unit III, India",No,See DN-1387 (ID#:11674),See DN-1387 (ID#:11674),35.4
11677,110-ZM-T01,Pre-PQ Process,SO-32500,DN-1394,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,21-Aug-09,21-Aug-09,21-Aug-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,2393,17038.16,7.12,0.12,"Cipla, Goa, India",Yes,256,2014.86,33.39
11678,114-UG-T01,Pre-PQ Process,SO-32920,DN-1397,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,24-Aug-09,24-Aug-09,24-Aug-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,4564,13235.6,2.9,0.05,"Aurobindo Unit III, India",Yes,847,4999.48,25.94
11679,104-CI-T01,Pre-PQ Process,SO-32240,DN-1398,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,08-Sep-09,08-Sep-09,08-Sep-09,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,15000,102750,6.85,0.23,"Aurobindo Unit III, India",Yes,1582,6037.19,201.39
11680,114-UG-T01,Pre-PQ Process,SO-32150,DN-1418,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,11-Sep-09,11-Sep-09,11-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,13000,113880,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,1051,6575.7,223.2
11681,110-ZM-T01,Pre-PQ Process,SO-29030,DN-1407,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,19-Oct-09,19-Oct-09,19-Oct-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,84282,252846,3,0.05,"Aurobindo Unit III, India",Yes,13680,16339.98,495.58
11682,104-CI-T01,Pre-PQ Process,SO-33220,DN-1422,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,16-Sep-09,16-Sep-09,16-Sep-09,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,5527,11606.7,2.1,0.01,"Aurobindo Unit III, India",Yes,5317,11005.67,22.75
11683,104-CI-T01,Pre-PQ Process,SO-33230,DN-1427,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,25-Sep-09,25-Sep-09,25-Sep-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,4400,10736,2.44,0.04,"Aurobindo Unit III, India",Yes,640,5678.7,21.04
11684,151-NG-T01,Pre-PQ Process,SO-33335,DN-1436,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,5060,57684,11.4,0.19,"Aurobindo Unit III, India",Yes,570,9341.49,113.06
11685,151-NG-T01,Pre-PQ Process,SO-27825,DN-1444,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,Date Not Captured,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,243,2855.25,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,22,9341.49,5.6
11687,111-MZ-T01,Pre-PQ Process,SO-26424,DN-1457,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,07-Oct-09,07-Oct-09,07-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9288,81362.88,8.76,0.15,"Aurobindo Unit III, India",Yes,979,1588.06,159.47
11688,111-MZ-T01,Pre-PQ Process,SO-33580,DN-1467,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,07-Nov-09,07-Nov-09,07-Nov-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,16524,144750.24,8.76,0.15,"Aurobindo Unit III, India",Yes,1488,4764.16,283.71
11689,114-UG-T01,Pre-PQ Process,SO-33000,DN-1468,Uganda,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,12-Oct-09,12-Oct-09,12-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,350,3972.5,11.35,0.19,"Aurobindo Unit III, India",Yes,45,749.25,7.79
11690,109-TZ-T01,Pre-PQ Process,SO-31283,DN-1470,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,26-Oct-09,26-Oct-09,26-Oct-09,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,3752,95488.4,25.45,0.42,"Aurobindo Unit III, India",No,See DN-1470 (ID#:10798),See DN-1470 (ID#:10798),187.16
11691,117-ET-T01,Pre-PQ Process,SO-33750,DN-1484,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,20-Oct-09,20-Oct-09,20-Oct-09,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,100,1464,14.64,0.06,"Aurobindo Unit III, India",Yes,18,523.45,3.16
11692,151-NG-T01,Pre-PQ Process,SO-33333,DN-1483,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,18-Dec-09,18-Dec-09,18-Dec-09,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,60840,693576,11.4,0.19,Mylan (formerly Matrix) Nashik,Yes,7663,33279.39,1495.35
11693,100-LB-T01,Pre-PQ Process,SO-33900,DN-1487,Lebanon,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,18-Nov-09,18-Nov-09,18-Nov-09,ARV,Pediatric,SCMS from RDC,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,100mg,Chewable/dispersible tablet,60,120,1.2,0.01,0,"Aurobindo Unit III, India",No,See DN-1487 (ID#:11073),See DN-1487 (ID#:11073),0
11694,100-LB-T01,Pre-PQ Process,SO-33910,DN-1488,Lebanon,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,24-Nov-09,24-Nov-09,24-Nov-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,200,2,0.01,0,Hetero Unit III Hyderabad IN,No,See DN-1488 (ID#:11074),See DN-1488 (ID#:11074),0
11695,110-ZM-T01,Pre-PQ Process,SO-33620,DN-1496,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,Date Not Captured,N/A - From RDC,29-Oct-09,29-Oct-09,29-Oct-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,31240,273662.4,8.76,0.15,"Aurobindo Unit III, India",Yes,2832,4897.42,590.02
11697,117-ET-T01,Pre-PQ Process,SO-34570,DN-1558,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,Date Not Captured,N/A - From RDC,26-Nov-09,26-Nov-09,26-Nov-09,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,6661,19316.9,2.9,0.05,"Aurobindo Unit III, India",Yes,778,4702.02,41.65
11698,111-MZ-T01,Pre-PQ Process,SO-323,DN-15,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,01-Feb-07,01-Feb-07,01-Feb-07,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,3287,7724.45,2.35,0.04,"Aurobindo Unit III, India",No,See DN-15 (ID#:10804),See DN-15 (ID#:10804),
11703,100-CI-T01,Pre-PQ Process,SO-283,DN-16,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,22-Feb-07,22-Feb-07,22-Feb-07,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,384,6528,17,0.57,Gilead(Nycomed) Oranienburg DE,No,See DN-16 (ID#:10540),See DN-16 (ID#:10540),
11706,102-GY-T01,Pre-PQ Process,SO-387,DN-42,Guyana,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,08-Mar-07,08-Mar-07,08-Mar-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,210,16800,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,60,6012,
11707,110-ZM-T01,Pre-PQ Process,SO-355,DN-87,Zambia,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,03-May-07,03-May-07,03-May-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,3500,112000,32,1.6,"Trinity Biotech, Plc",Yes,1109,9437.24,
11708,111-MZ-T01,Pre-PQ Process,SO-458,DN-90,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,04-May-07,04-May-07,04-May-07,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,4000,34080,8.52,0.14,"Ranbaxy, Paonta Shahib, India",Yes,Weight Captured Separately,596.4,
11709,112-NG-T01,Pre-PQ Process,SO-340,DN-72,Nigeria,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,1200,2640,2.2,0.01,"Aurobindo Unit III, India",No,See DN-72 (ID#:11097),See DN-72 (ID#:11097),
11710,112-NG-T01,Pre-PQ Process,SO-342,DN-94,Nigeria,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",Lamivudine/Zidovudine+Nevirapine,Generic,150/300+200mg,Tablet - FDC + co-blister,120,2703,55411.5,20.5,0.17,"Aspen-OSD, Port Elizabeth, SA",Yes,401,2208,
11711,100-HT-T01,Pre-PQ Process,SO-419,DN-111,Haiti,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,11-May-07,11-May-07,11-May-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100,10,4000,400,4,"Pacific Biotech, Thailand",Yes,24,1027,
11712,100-HT-T01,Pre-PQ Process,SO-504,DN-112,Haiti,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,08-May-07,08-May-07,08-May-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,N/A,Test kit,100,15,6000,400,4,"Pacific Biotech, Thailand",Yes,Weight Captured Separately,977.64,
11713,100-CI-T01,Pre-PQ Process,SO-391,DN-52,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,04-May-07,04-May-07,04-May-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,10000,162500,16.25,0.54,"Aurobindo Unit III, India",Yes,910,3026,
11714,100-CI-T01,Pre-PQ Process,SO-286,DN-71,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,68,2995.4,44.05,0.73,"Aurobindo Unit III, India",No,See DN-71 (ID#:11374),See DN-71 (ID#:11374),
11715,102-GY-T01,Pre-PQ Process,SO-509,DN-128,Guyana,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,07-Jun-07,07-Jun-07,07-Jun-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,100,8000,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,32,944.67,
11716,102-NG-T01,Pre-PQ Process,SO-473,DN-116,Nigeria,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,N/A,Test kit,20,5250,141750,27,1.35,Chembio Diagnostics Sys. Inc.,Yes,1699,8526.94,
11718,100-CI-T01,Pre-PQ Process,SO-439,DN-86,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9000,67500,7.5,0.12,"Cipla, Goa, India",Yes,992,3205,
11719,111-MZ-T01,Pre-PQ Process,SO-293,DN-44,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,17-Apr-07,17-Apr-07,17-Apr-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,30000,525000,17.5,0.29,"Aurobindo Unit III, India",No,See DN-44 (ID#:10549),See DN-44 (ID#:10549),
11721,100-CI-T01,Pre-PQ Process,SO-393,DN-62,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,04-May-07,04-May-07,04-May-07,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,10000,102500,10.25,0.17,"Aurobindo Unit III, India",Yes,963,3142,
11722,100-CI-T01,Pre-PQ Process,SO-440,DN-79,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1000,7500,7.5,0.12,"Cipla, Goa, India",Yes,104,1458,
11723,100-CI-T01,Pre-PQ Process,SO-435,DN-81,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,30-Apr-07,30-Apr-07,30-Apr-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9000,67500,7.5,0.12,"Cipla, Goa, India",Yes,969,3155,
11724,113-ZW-T01,Pre-PQ Process,SO-279,DN-187,Zimbabwe,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,12-Jun-07,12-Jun-07,12-Jun-07,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,534,5217.18,9.77,0.16,"Ranbaxy, Paonta Shahib, India",No,See DN-187 (ID#:10825),See DN-187 (ID#:10825),8.35
11725,110-ZM-T01,Pre-PQ Process,SO-615,DN-201,Zambia,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,26-Jun-07,26-Jun-07,26-Jun-07,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,3436,58240.2,16.95,0.19,"Aurobindo Unit III, India",Yes,395,1848.37,93.18
11731,104-CI-T01,Pre-PQ Process,SO-519,DN-199,C??te d'Ivoire,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,05-Jul-07,05-Jul-07,05-Jul-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,61468,999469.68,16.26,0.54,"Aurobindo Unit III, India",No,See DN-199 (ID#:11391),See DN-199 (ID#:11391),1599.15
11732,109-TZ-T01,Pre-PQ Process,SO-632,DN-169,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,Pre-PQ Process,N/A - From RDC,06-Jul-07,06-Jul-07,06-Jul-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,28665,466092.9,16.26,0.54,"Aurobindo Unit III, India",Yes,2515,6834,
11733,112-NG-T01,Pre-PQ Process,SO-555,DN-180,Nigeria,PMO - US,From RDC,N/A - From RDC,N/A,Pre-PQ Process,N/A - From RDC,26-Jun-07,26-Jun-07,26-Jun-07,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/40mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/40mg,Tablet - FDC,60,1370,10549,7.7,0.13,"Cipla, Goa, India",Yes,142,1489.52,
